Year,District Name,District_Code.x,In_District_Expenditures,Total_In_District_FTEs,In_District_Expenditures_Per_Pupil,Total_Expenditures,Total_Pupil_FTEs,Total_Expenditures_Per_Pupil,District_Code.y,Cohort_Size,Percent_Graduated,Percent_Still_in_School,Percent_Non_Grad_Completers,Percent_HS_Equiv,Percent_Dropped_Out,Percent_Excluded,Percent_American_Indian,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Multi_Race,Percent_Pacific_Islander,Percent_White,Percent_Female,Percent_Male,SAT_Tests_Taken,SAT_Reading_Writing_Mean_Score,SAT_Math_Mean_Score,Student_Teacher_Ratio,Low_Income_Percent
2021,amherst,00080000,"$27,677,146.00","1,017.0","$27,214.50","$29,901,899.50","1,135.0","$26,345.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,amherst,00080000,"$29,351,387.00","1,051.6","$27,911.17","$31,801,980.50","1,174.6","$27,074.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,amherst,00080000,"$30,039,874.00","1,062.1","$28,283.47","$32,556,546.52","1,191.1","$27,333.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,amherst-pelham,06050000,"$27,937,543.00","1,783.6","$15,663.57","$30,523,280.00","1,892.2","$16,131.11",6050000,270,91.9,3.3,0,1.5,3.3,0,0.9,9.5,10.1,7.1,NA,NA,72.4,48.8,51.2,240,571.5,584,11.1,29
2009,amherst-pelham,06050000,"$27,754,494.00","1,712.0","$16,211.36","$30,833,174.00","1,823.5","$16,908.42",6050000,282,92.2,2.1,0.4,2.1,3.2,0,0.7,9.9,9.6,6.9,NA,NA,72.8,49.4,50.6,229,582.5,587,11.1,29
2010,amherst-pelham,06050000,"$27,470,752.00","1,659.0","$16,558.62","$30,656,624.00","1,788.2","$17,143.85",6050000,265,94.3,2.6,0,1.1,1.9,0,0.5,9.7,8.3,8.2,2.6,0,70.7,50.2,49.8,209,588.5,596,11.1,29
2011,amherst-pelham,06050000,"$27,997,451.00","1,572.9","$17,799.89","$30,654,356.00","1,711.0","$17,916.05",6050000,253,92.1,5.5,0.4,0.4,1.6,0,0.4,9.6,8.3,9.3,4.5,0,68,51.1,48.9,228,582.5,589,11.1,29
2012,amherst-pelham,06050000,"$27,412,015.69","1,535.6","$17,851.01","$30,251,321.69","1,678.2","$18,026.05",6050000,246,89.4,4.1,0,2.4,4.1,0,0.4,8.9,7.7,9.7,4.8,0,68.4,51.2,48.8,204,578,586,11.1,29
2013,amherst-pelham,06050000,"$27,730,062.00","1,519.0","$18,255.47","$30,957,738.00","1,656.6","$18,687.52",6050000,259,93.1,3.9,0,1.9,1.2,0,0.3,9.3,7.2,10.3,5.6,0,67.2,50.3,49.7,216,578,585,11.1,29
2014,amherst-pelham,06050000,"$28,550,305.11","1,470.3","$19,418.01","$31,689,928.11","1,619.0","$19,573.77",6050000,222,91.9,3.2,0,3.2,1.8,0,0.2,8.9,7.2,12.3,6.5,0.1,64.7,50.3,49.7,194,0,599,11.1,29
2015,amherst-pelham,06050000,"$28,659,615.00","1,449.9","$19,766.61","$32,343,300.00","1,618.9","$19,978.57",6050000,225,92.4,4.4,0,1.3,1.8,0,0.1,8.7,7.5,12.5,7.2,0.1,63.9,49.9,50.1,192,0,587,11.1,29
2016,amherst-pelham,06050000,"$27,942,447.00","1,377.5","$20,284.90","$32,135,954.00","1,567.3","$20,504.02",6050000,212,91.5,4.7,0,0.9,2.8,0,0.1,9.7,6.5,12.4,7.9,0.1,63.3,48.7,51.3,175,0,600,11.1,29
2017,amherst-pelham,06050000,"$28,913,607.00","1,366.0","$21,166.62","$33,309,299.00","1,557.8","$21,382.27",6050000,210,93.3,2.9,0,2.4,1.4,0,0,10,6.6,12.5,8.2,0.1,62.6,47.5,52.5,235,618,611,11.1,29
2018,amherst-pelham,06050000,"$29,334,476.00","1,341.7","$21,863.66","$33,478,446.57","1,511.4","$22,150.62",6050000,201,93,4,0,1.5,1.5,0,0.1,10.1,7.6,12.7,8.6,0,60.8,47.2,52.8,193,604,591,11.1,29
2019,amherst-pelham,06050000,"$29,757,591.00","1,334.3","$22,302.02","$34,083,650.00","1,492.6","$22,835.09",6050000,198,91.4,4.5,0,0.5,3.5,0,0.1,9.4,7.4,13.5,8.4,0.1,61.2,47.3,52.7,225,604,597,11.1,29
2020,amherst-pelham,06050000,"$29,317,423.00","1,345.7","$21,786.00","$33,690,959.00","1,498.1","$22,489.13",6050000,193,92.2,4.1,0,0,3.6,0,0.1,9.3,7.1,14.6,8.6,0.1,60.1,48.8,51.2,129,617,618,11.1,29
2021,amherst-pelham,06050000,"$30,919,410.00","1,278.0","$24,193.59","$35,197,652.00","1,433.4","$24,555.36",6050000,205,94.6,3.4,0,1,1,0,0.1,9,7,15,8.9,0.1,59.9,49.3,50.7,41,656,669,11.1,29
2022,amherst-pelham,06050000,"$30,276,466.00","1,265.1","$23,932.07","$34,142,146.00","1,410.1","$24,212.57",6050000,197,94.9,1.5,0,0,3.6,0,0.1,9.2,7.1,16.2,9,0.2,58.2,48.6,51.3,127,633,633,11.1,29
2023,amherst-pelham,06050000,"$32,489,016.00","1,241.1","$26,177.60","$37,562,376.22","1,390.9","$27,005.81",6050000,184,93.5,3.8,0.5,1.1,1.1,0,0.1,9.1,7.5,16.7,8.6,0.1,57.9,49.2,50.7,143,624,611,11.1,29
2008,andover,00090000,"$72,135,285.00","6,178.0","$11,676.15","$78,868,514.00","6,291.5","$12,535.73",90000,424,96,2.1,0.2,0.5,0.9,0.2,0.2,8.3,1,2.4,NA,NA,88.2,48.5,51.5,422,563,583,11.6,12.2
2009,andover,00090000,"$74,651,800.00","6,170.3","$12,098.61","$82,484,113.00","6,286.1","$13,121.71",90000,385,95.8,1.8,0,1,1.3,0,0.2,8.5,1,2.8,NA,NA,87.5,48.2,51.8,344,561,586,11.6,12.2
2010,andover,00090000,"$76,167,674.89","6,223.1","$12,239.51","$84,025,574.89","6,335.3","$13,263.08",90000,411,96.4,1.9,0,0.7,1,0,0.1,9,1.1,3,1.5,0,85.3,48.4,51.6,388,558,584,11.6,12.2
2011,andover,00090000,"$78,813,664.55","6,264.1","$12,581.80","$87,066,259.55","6,356.4","$13,697.42",90000,421,96.4,1.9,0,1,0.7,0,0.1,9.4,1,2.7,1.9,0,85,48.8,51.2,428,558.5,589,11.6,12.2
2012,andover,00090000,"$80,321,888.39","6,272.9","$12,804.59","$88,178,557.89","6,373.1","$13,836.05",90000,413,95.4,3.1,0.2,0.5,0.7,0,0.1,9.7,1,2.8,2,0,84.3,48.9,51.1,403,561,586,11.6,12.2
2013,andover,00090000,"$83,772,253.00","6,226.8","$13,453.50","$90,825,972.00","6,317.6","$14,376.66",90000,440,96.8,1.8,0,0,1.4,0,0.1,10.3,1,2.9,2,0,83.7,48.8,51.2,431,565.5,587,11.6,12.2
2014,andover,00090000,"$88,382,810.00","6,169.9","$14,324.84","$95,109,234.00","6,263.2","$15,185.41",90000,410,96.6,2.2,0,0.7,0.5,0,0.1,11,1.3,3.3,2.1,0,82.2,48.9,51.1,397,0,586,11.6,12.2
2015,andover,00090000,"$90,103,626.00","6,128.1","$14,703.35","$97,309,356.00","6,237.1","$15,601.70",90000,404,96.3,2.7,0,0.7,0.2,0,0.2,11.6,1.4,3.5,2.4,0,80.8,49.3,50.7,398,0,586,11.6,12.2
2016,andover,00090000,"$94,629,430.00","6,104.6","$15,501.33","$102,049,291.00","6,226.8","$16,388.72",90000,410,96.1,2.9,0,0.5,0.5,0,0.2,12.3,1.9,4.1,2.4,0,79.1,49.6,50.4,393,0,581,11.6,12.2
2017,andover,00090000,"$97,224,894.00","6,050.4","$16,069.17","$105,202,975.00","6,173.8","$17,040.23",90000,451,96.7,3.1,0,0.2,0,0,0.2,13.2,1.8,4.6,2.4,0,77.6,49.5,50.5,560,600,602,11.6,12.2
2018,andover,00090000,"$100,499,377.00","5,955.1","$16,876.19","$109,339,466.27","6,079.2","$17,985.83",90000,398,95.5,3.8,0,0.5,0.3,0,0.2,14.2,1.7,4.7,2.8,0,76.4,49.7,50.3,512,600,603,11.6,12.2
2019,andover,00090000,"$105,001,180.47","5,967.5","$17,595.51","$113,553,799.47","6,089.0","$18,649.01",90000,420,97.1,1.9,0.2,0.2,0.5,0,0.2,15.3,1.9,5,2.8,0,74.8,49.7,50.3,534,604,603,11.6,12.2
2020,andover,00090000,"$108,485,137.45","5,869.7","$18,482.23","$117,777,377.45","5,992.0","$19,655.77",90000,411,97.8,1.9,0,0,0.2,0,0.3,16.3,1.8,5.2,2.7,0,73.6,49.8,50.2,399,604,624,11.6,12.2
2021,andover,00090000,"$111,233,153.00","5,587.9","$19,906.07","$119,204,481.00","5,692.3","$20,941.36",90000,426,98.1,1.6,0,0.2,0,0,0.2,17.2,1.9,5.2,2.6,0,72.9,49.8,50.2,456,607,611,11.6,12.2
2022,andover,00090000,"$117,698,618.00","5,537.0","$21,256.75","$125,414,087.00","5,643.8","$22,221.57",90000,386,94,5.7,0,0,0.3,0,0.2,18.3,2.1,5.5,2.6,0,71.3,49.9,50,402,611,619,11.6,12.2
2023,andover,00090000,"$120,895,506.40","5,569.1","$21,708.27","$128,212,610.90","5,663.7","$22,637.61",90000,404,97.3,2,0.2,0,0.5,0,0.2,18.4,2.2,6.2,3,0,70,50.1,49.8,410,611,616,11.6,12.2
2008,arlington,00100000,"$49,705,988.66","4,628.2","$10,739.81","$55,596,058.66","4,757.7","$11,685.49",1e+05,256,95.7,2.3,0.8,0,1.2,0,0.1,7.3,4.9,2.5,NA,NA,85.2,49.6,50.4,253,563.5,569,12.2,10.6
2009,arlington,00100000,"$51,512,223.00","4,723.2","$10,906.24","$57,389,017.00","4,858.1","$11,813.08",1e+05,265,95.8,0.4,0.8,0.8,2.3,0,0.2,8,4.6,3,NA,NA,84.2,49.4,50.6,227,555,565,12.2,10.6
2010,arlington,00100000,"$55,535,498.61","4,837.6","$11,479.97","$62,138,369.51","4,970.4","$12,501.68",1e+05,224,97.3,2.2,0,0,0.4,0,0.1,7.7,4.3,4,1.9,0.1,82,49.3,50.7,219,559,577,12.2,10.6
2011,arlington,00100000,"$52,891,819.63","4,440.8","$11,910.43","$58,967,075.75","4,556.2","$12,942.16",1e+05,276,94.2,4,0,0.4,1.4,0,0.1,8.4,3.9,4.1,2.3,0.1,81,49.3,50.7,268,555.5,560,12.2,10.6
2012,arlington,00100000,"$55,970,518.81","4,878.0","$11,474.07","$63,072,661.70","5,004.6","$12,602.94",1e+05,251,93.2,3.6,0,0.8,2.4,0,0.1,9.1,3.6,4.2,2.4,0.2,80.5,49.5,50.5,238,561.5,565,12.2,10.6
2013,arlington,00100000,"$56,938,151.41","4,955.7","$11,489.43","$63,919,361.64","5,094.9","$12,545.75",1e+05,280,95,1.4,0,0.7,2.5,0.4,0.1,9.5,3.6,4.6,2.7,0.1,79.4,49.5,50.5,290,576.5,573,12.2,10.6
2014,arlington,00100000,"$60,561,631.70","5,080.1","$11,921.35","$68,448,291.54","5,231.1","$13,084.88",1e+05,265,96.6,2.3,0,0.4,0.8,0,0.1,9.5,3.7,5.2,2.9,0.1,78.5,50.1,49.9,261,0,582,12.2,10.6
2015,arlington,00100000,"$64,938,117.00","5,272.4","$12,316.61","$72,601,544.00","5,425.0","$13,382.77",1e+05,271,94.5,2.2,0,0.7,2.6,0,0.1,9.7,3.6,5,3.3,0.1,78.3,49.9,50.1,275,0,583,12.2,10.6
2016,arlington,00100000,"$69,409,428.00","5,330.1","$13,022.16","$76,533,654.00","5,472.9","$13,984.11",1e+05,290,96.6,2.8,0,0,0.7,0,0.1,10.3,3.6,5,3.6,0.1,77.3,50.4,49.6,271,0,592,12.2,10.6
2017,arlington,00100000,"$72,530,072.00","5,537.8","$13,097.27","$80,996,098.00","5,694.8","$14,222.82",1e+05,256,97.7,2,0,0,0.4,0,0,10.7,3.2,5.1,3.8,0.1,77,50.2,49.8,392,616,600,12.2,10.6
2018,arlington,00100000,"$76,491,851.22","5,712.7","$13,389.79","$85,549,467.08","5,861.9","$14,594.15",1e+05,288,95.1,3.5,0,0.7,0.7,0,0,10.8,3.5,5.1,4,0.2,76.4,50.6,49.4,404,610,602,12.2,10.6
2019,arlington,00100000,"$81,281,781.54","5,957.9","$13,642.69","$89,253,263.12","6,106.6","$14,615.87",1e+05,315,97.5,1.9,0,0,0.6,0,0.1,11.3,3.7,5.6,4.6,0.2,74.5,50.4,49.6,401,603,601,12.2,10.6
2020,arlington,00100000,"$90,254,320.50","6,096.3","$14,804.77","$96,863,420.28","6,197.7","$15,628.93",1e+05,298,97.7,1.7,0,0,0.7,0,0.1,11.4,3.6,5.4,4.7,0.2,74.6,50.8,49.2,159,610,608,12.2,10.6
2021,arlington,00100000,"$97,116,943.52","5,739.9","$16,919.62","$105,176,252.35","5,864.7","$17,933.78",1e+05,313,96.5,3.2,0,0,0.3,0,0.1,12.5,3.7,6,4.3,0.2,73.3,49.9,50.1,372,623,617,12.2,10.6
2022,arlington,00100000,"$106,679,920.80","5,970.6","$17,867.54","$113,146,782.10","6,078.1","$18,615.49",1e+05,340,96.8,2.1,0,0,1.2,0,0.1,12.5,3.7,6.4,5.2,0.2,72,49.5,50.4,387,626,619,12.2,10.6
2023,arlington,00100000,"$113,165,838.50","6,019.7","$18,799.25","$119,119,025.90","6,117.7","$19,471.21",1e+05,341,97.1,2.3,0,0,0.6,0,0.1,12.9,3.5,6.2,6.2,0.1,71,49.1,50.9,434,625,620,12.2,10.6
2008,ashburnham-westminster,06100000,"$24,202,865.36","2,396.8","$10,097.99","$27,144,629.96","2,484.2","$10,926.91",6100000,169,91.1,3.6,0,1.2,4.1,0,0.1,1.2,1.1,1.3,NA,NA,96.4,47.1,52.9,131,522,543,13.6,24.5
2009,ashburnham-westminster,06100000,"$25,477,090.75","2,428.8","$10,489.71","$28,685,828.75","2,511.1","$11,423.75",6100000,169,91.7,4.7,0,1.8,1.8,0,0.2,1.3,1.3,1.4,NA,NA,95.8,46.8,53.2,138,521.5,542,13.6,24.5
2010,ashburnham-westminster,06100000,"$25,157,101.28","2,377.6","$10,580.88","$28,288,149.55","2,479.2","$11,410.19",6100000,169,94.1,1.2,0,0.6,4.1,0,0.2,1.2,0.7,3.2,1.6,0,93.1,47,53,124,524,550,13.6,24.5
2011,ashburnham-westminster,06100000,"$25,298,975.47","2,316.5","$10,921.21","$27,936,429.34","2,404.4","$11,618.88",6100000,159,93.1,3.8,0,0.6,2.5,0,0.1,1,1,3.6,1.7,0,92.6,47.9,52.1,142,512.5,528,13.6,24.5
2012,ashburnham-westminster,06100000,"$25,827,763.36","2,258.9","$11,433.78","$28,278,180.35","2,351.3","$12,026.62",6100000,181,95.6,1.7,0,1.1,1.7,0,0.1,0.9,1,3.6,1.8,0,92.4,48.1,51.9,148,513.5,529,13.6,24.5
2013,ashburnham-westminster,06100000,"$26,596,624.48","2,269.6","$11,718.64","$28,745,755.28","2,343.0","$12,268.78",6100000,155,95.5,1.9,0,0.6,1.9,0,0.2,1,0.8,3.3,1.7,0,93,48.1,51.9,125,519.5,528,13.6,24.5
2014,ashburnham-westminster,06100000,"$27,764,093.98","2,282.1","$12,166.03","$29,819,883.62","2,364.5","$12,611.50",6100000,128,96.1,3.1,0,0.8,0,0,0.1,1.3,0.8,3.7,1.6,0,92.4,48.6,51.4,111,0,527,13.6,24.5
2015,ashburnham-westminster,06100000,"$28,986,848.00","2,322.6","$12,480.34","$30,711,370.00","2,407.7","$12,755.48",6100000,152,96.7,2,0,0,1.3,0,0.1,1.2,0.9,3.4,1.8,0,92.4,49.4,50.6,143,0,517,13.6,24.5
2016,ashburnham-westminster,06100000,"$29,685,642.00","2,350.1","$12,631.65","$30,956,052.00","2,434.9","$12,713.48",6100000,153,94.8,5.2,0,0,0,0,0.1,1.2,0.7,3.4,1.6,0,93,48.7,51.3,127,0,514,13.6,24.5
2017,ashburnham-westminster,06100000,"$28,819,825.00","2,343.9","$12,295.67","$30,116,924.00","2,434.0","$12,373.43",6100000,160,94.4,3.8,0,0.6,1.3,0,0.1,1,0.7,3.7,1.8,0,92.8,48.9,51.1,216,561,545,13.6,24.5
2018,ashburnham-westminster,06100000,"$29,429,291.99","2,375.6","$12,388.15","$30,732,880.08","2,454.1","$12,523.08",6100000,168,96.4,3,0,0,0.6,0,0.1,0.8,0.8,3.7,2,0,92.4,48.8,51.2,209,549,547,13.6,24.5
2019,ashburnham-westminster,06100000,"$30,529,738.18","2,356.7","$12,954.44","$32,017,603.25","2,438.3","$13,131.12",6100000,147,95.9,2,0,0,2,0,0,0.9,0.7,4,2.3,0,92.1,49.3,50.7,195,556,557,13.6,24.5
2020,ashburnham-westminster,06100000,"$30,821,395.10","2,376.1","$12,971.42","$32,558,334.15","2,465.8","$13,203.96",6100000,154,95.5,4.5,0,0,0,0,0,0.7,0.6,4,1.8,0,92.9,48.9,51.1,70,567,564,13.6,24.5
2021,ashburnham-westminster,06100000,"$32,368,891.92","2,204.7","$14,681.77","$34,367,218.10","2,303.4","$14,920.21",6100000,159,97.5,0.6,0,0,1.9,0,0,0.6,0.6,4.2,1.5,0,93,49.1,50.9,60,599,600,13.6,24.5
2022,ashburnham-westminster,06100000,"$33,183,819.52","2,266.8","$14,639.06","$35,695,883.16","2,367.8","$15,075.55",6100000,120,95.8,1.7,0,0.8,1.7,0,0,0.8,0.6,4.2,1.8,0,92.6,49.9,50.1,71,575,565,13.6,24.5
2023,ashburnham-westminster,06100000,"$35,763,196.29","2,252.5","$15,877.11","$38,700,936.81","2,350.7","$16,463.58",6100000,152,96.7,1.3,0,0,2,0,0,0.9,0.6,4.8,2.6,0,91,49.6,50.4,76,597,583,13.6,24.5
2008,ashland,00140000,"$28,725,881.71","2,664.4","$10,781.37","$31,182,701.71","2,751.7","$11,332.16",140000,164,97,0,0,0.6,2.4,0,0.2,4,2.9,3.3,NA,NA,89.6,49.6,50.4,161,527.5,557,13.1,21.8
2009,ashland,00140000,"$29,382,071.57","2,640.1","$11,129.02","$31,548,976.57","2,724.3","$11,580.45",140000,167,95.2,0,0,1.2,3,0.6,0.5,4.5,2.7,4.1,NA,NA,88.2,49.4,50.6,135,532.5,554,13.1,21.8
2010,ashland,00140000,"$29,259,968.17","2,642.8","$11,071.58","$31,648,872.78","2,741.0","$11,546.47",140000,164,97.6,1.2,0,0,0.6,0.6,0.2,0.2,2.3,4.5,2.3,3.6,87,48.9,51.1,136,533,556,13.1,21.8
2011,ashland,00140000,"$29,664,082.56","2,602.5","$11,398.30","$32,716,593.96","2,724.7","$12,007.41",140000,168,90.5,3,0,3.6,3,0,0.2,0.4,2.1,4.9,2.7,3.7,86,49.6,50.4,145,526.5,567,13.1,21.8
2012,ashland,00140000,"$29,841,561.84","2,576.1","$11,584.01","$32,734,234.25","2,692.1","$12,159.37",140000,174,97.7,1.1,0,0,1.1,0,0.5,4.8,2.9,5.7,2.4,0.3,83.4,49.3,50.7,166,534.5,578,13.1,21.8
2013,ashland,00140000,"$30,748,130.49","2,547.8","$12,068.50","$33,858,444.25","2,670.9","$12,676.79",140000,163,96.3,1.2,0,0,2.5,0,0.1,6.3,2.7,5.6,1.8,0.1,83.5,50,50,158,525,569,13.1,21.8
2014,ashland,00140000,"$32,524,969.99","2,569.0","$12,660.56","$35,918,502.45","2,706.6","$13,270.71",140000,169,97,0.6,0,0,2.4,0,0.1,7.2,2.6,6,1.6,0,82.5,49.7,50.3,171,0,566,13.1,21.8
2015,ashland,00140000,"$33,283,483.00","2,586.6","$12,867.66","$37,183,647.00","2,732.5","$13,607.92",140000,163,93.9,3.7,0,0,2.5,0,0.1,7.9,3,6.4,2,0,80.5,50,50,145,0,576,13.1,21.8
2016,ashland,00140000,"$33,419,048.00","2,698.5","$12,384.31","$36,994,194.00","2,825.8","$13,091.58",140000,175,95.4,2.9,0,1.7,0,0,0.2,9,2.6,6.5,2.3,0,79.5,50,50,160,0,576,13.1,21.8
2017,ashland,00140000,"$35,239,257.00","2,709.4","$13,006.30","$38,770,864.00","2,817.5","$13,760.73",140000,176,97.2,1.7,0,0.6,0.6,0,0.1,9.7,2.3,7.1,2.5,0,78.2,50.2,49.8,257,591,609,13.1,21.8
2018,ashland,00140000,"$37,488,089.02","2,762.2","$13,571.82","$41,303,475.60","2,854.5","$14,469.60",140000,166,96.4,3,0,0.6,0,0,0.3,9.5,2.5,8.1,2.8,0,76.9,50.2,49.8,211,581,605,13.1,21.8
2019,ashland,00140000,"$38,910,976.10","2,853.3","$13,637.18","$42,577,729.17","2,936.1","$14,501.46",140000,160,97.5,1.9,0,0,0.6,0,0.5,9.7,2.4,8.4,2.8,0,76.3,50.8,49.2,232,573,596,13.1,21.8
2020,ashland,00140000,"$39,289,471.97","2,869.7","$13,691.14","$43,599,903.48","2,937.0","$14,845.05",140000,192,96.4,1.6,0,0.5,1.6,0,0.6,11.3,2.1,9.1,3.1,0,73.7,50.6,49.4,96,570,607,13.1,21.8
2021,ashland,00140000,"$41,552,192.62","2,754.7","$15,084.11","$45,375,546.89","2,809.3","$16,151.91",140000,192,98.4,0.5,0,0,1,0,0.5,12.3,2,9.8,3,0,72.3,50.4,49.6,174,602,635,13.1,21.8
2022,ashland,00140000,"$44,058,400.75","2,919.3","$15,092.11","$47,967,196.60","2,984.1","$16,074.26",140000,210,99,0.5,0,0,0.5,0,0.6,13.9,2.2,10.7,3.3,0,69.3,50.3,49.6,226,593,610,13.1,21.8
2023,ashland,00140000,"$46,927,293.37","2,889.7","$16,239.50","$51,197,608.86","2,950.1","$17,354.53",140000,167,98.2,0,0,0,1.8,0,0.6,14.8,2.5,11.7,3.2,0,67.1,50.6,49.4,220,588,604,13.1,21.8
2008,athol-royalston,06150000,"$19,675,405.02","1,833.6","$10,730.48","$23,585,974.02","2,141.7","$11,012.73",6150000,138,76.8,7.2,0.7,2.9,11.6,0.7,0.5,0.9,1.6,3.8,NA,NA,93.2,46.7,53.3,66,470.5,478,12.8,64.1
2009,athol-royalston,06150000,"$20,917,822.73","1,701.6","$12,292.96","$24,923,591.31","2,013.9","$12,375.72",6150000,100,70,9,0,5,16,0,0.6,0.9,2.2,4.1,NA,NA,92.2,46.7,53.3,58,475,478,12.8,64.1
2010,athol-royalston,06150000,"$21,121,419.91","1,662.0","$12,708.44","$25,303,689.98","1,998.3","$12,662.61",6150000,99,67.7,7.1,2,5.1,18.2,0,0.6,0.4,2.5,5.3,3,0.1,88.1,46.3,53.7,48,483.5,494,12.8,64.1
2011,athol-royalston,06150000,"$22,431,737.76","1,619.2","$13,853.59","$25,948,379.58","1,992.5","$13,023.03",6150000,110,73.6,10,0,5.5,10.9,0,0.3,0.5,1.9,6.5,2.9,0.2,87.7,46.8,53.2,55,480.5,484,12.8,64.1
2012,athol-royalston,06150000,"$21,965,605.81","1,517.1","$14,478.68","$25,763,586.07","1,883.5","$13,678.57",6150000,93,73.1,8.6,1.1,1.1,15.1,1.1,0.3,1.2,2.1,2.8,2.8,0.2,90.7,46.1,53.9,50,456,469,12.8,64.1
2013,athol-royalston,06150000,"$20,294,425.97","1,440.7","$14,086.50","$24,007,354.36","1,774.8","$13,526.79",6150000,83,81.9,4.8,0,4.8,8.4,0,0.4,0.8,2.5,4.2,2.8,0.1,89.1,46.5,53.5,43,456,452,12.8,64.1
2014,athol-royalston,06150000,"$19,653,583.41","1,407.1","$13,967.44","$23,706,983.66","1,772.1","$13,377.90",6150000,75,74.7,12,2.7,1.3,9.3,0,0.3,1,2.2,4,2.8,0.1,89.6,47,53,30,0,494,12.8,64.1
2015,athol-royalston,06150000,"$20,115,418.00","1,382.8","$14,546.87","$24,263,197.00","1,771.7","$13,694.87",6150000,78,78.2,6.4,0,2.6,12.8,0,0.2,0.7,1.7,4.7,2.7,0.1,89.8,47.7,52.3,41,0,483,12.8,64.1
2016,athol-royalston,06150000,"$20,556,794.00","1,404.2","$14,639.51","$25,276,468.00","1,801.9","$14,027.68",6150000,101,73.3,10.9,0,1,13.9,1,0.1,0.7,2.3,5.2,2.9,0.1,88.8,48.3,51.7,49,0,473,12.8,64.1
2017,athol-royalston,06150000,"$21,083,905.00","1,461.5","$14,426.21","$25,705,584.00","1,849.2","$13,900.92",6150000,71,76.1,11.3,2.8,2.8,7,0,0.1,0.6,2.2,5.8,2.8,0,88.5,47.1,52.9,42,505,496,12.8,64.1
2018,athol-royalston,06150000,"$21,625,737.02","1,497.7","$14,439.30","$26,165,146.14","1,884.0","$13,888.08",6150000,91,78,8.8,3.3,3.3,6.6,0,0.1,0.6,1.8,5.1,2.6,0,89.8,46.3,53.7,35,531,515,12.8,64.1
2019,athol-royalston,06150000,"$21,646,613.77","1,475.2","$14,673.68","$26,422,635.50","1,853.3","$14,257.07",6150000,64,81.3,9.4,0,1.6,7.8,0,0.1,0.7,1.8,6.4,2.3,0,88.7,45.5,54.5,26,500,494,12.8,64.1
2020,athol-royalston,06150000,"$21,931,136.67","1,525.1","$14,380.13","$26,318,318.35","1,875.4","$14,033.44",6150000,74,86.5,5.4,0,0,8.1,0,0.1,0.6,1.8,8.4,2.1,0,87.1,46.9,53.1,26,507,491,12.8,64.1
2021,athol-royalston,06150000,"$24,620,115.25","1,443.9","$17,051.12","$28,833,401.53","1,766.9","$16,318.64",6150000,77,74,3.9,14.3,0,7.8,0,0.1,0.8,1.6,8,2.5,0.1,87,48.2,51.8,2,0,0,12.8,64.1
2022,athol-royalston,06150000,"$25,683,519.00","1,551.2","$16,557.19","$30,498,602.50","1,839.1","$16,583.44",6150000,70,87.1,2.9,0,0,10,0,0,1.1,1.5,8.7,3.7,0,85,47.7,52.3,11,495,516,12.8,64.1
2023,athol-royalston,06150000,"$28,132,998.00","1,569.9","$17,920.25","$32,176,065.18","1,842.7","$17,461.37",6150000,57,87.7,10.5,0,0,1.8,0,0,1.4,1.4,9.2,3.4,0,84.6,47.2,52.8,14,540,485,12.8,64.1
2008,attleboro,00160000,"$64,198,782.73","5,926.7","$10,832.13","$67,825,647.58","6,235.0","$10,878.21",160000,457,77.5,7.2,0,2.8,12,0.4,0.3,5.5,3.8,6.1,NA,NA,84.2,48.8,51.2,280,478.5,491,14.9,40.5
2009,attleboro,00160000,"$66,014,648.47","5,859.4","$11,266.49","$70,710,166.49","6,196.1","$11,412.08",160000,379,82.6,6.3,0,0.8,10.3,0,0.4,5.6,4,6.7,NA,NA,83.3,48.9,51.1,223,496,504,14.9,40.5
2010,attleboro,00160000,"$66,913,134.84","5,861.9","$11,414.92","$72,110,310.39","6,219.2","$11,594.79",160000,378,84.9,3.7,0.3,3.2,7.7,0.3,1.1,4.8,3.6,8.5,2.6,0.2,79.2,48.5,51.5,217,508,529,14.9,40.5
2011,attleboro,00160000,"$66,737,495.57","5,766.9","$11,572.51","$72,216,522.86","6,152.0","$11,738.71",160000,364,86.5,4.1,0.3,1.9,7.1,0,1,4.8,3.7,9.3,2.9,0.1,78.3,48.4,51.6,267,505,514,14.9,40.5
2012,attleboro,00160000,"$65,400,659.38","5,820.9","$11,235.49","$71,874,919.68","6,234.4","$11,528.76",160000,362,92.3,1.7,0.6,0.6,5,0,0.9,4.7,4.1,9.7,3.3,0.1,77.2,48.2,51.8,260,479.5,507,14.9,40.5
2013,attleboro,00160000,"$69,059,403.00","5,842.3","$11,820.58","$76,348,600.00","6,274.8","$12,167.50",160000,370,90.5,3.2,0.3,0.8,5.1,0,0.7,4.7,3.7,10.2,3.3,0.2,77.2,48,52,270,502.5,518,14.9,40.5
